,MID,parameter,beta,se,task
90,vp33,mag_diff_rl,1.22664893952,0.291417995898,loss
91,vp33,prob_diff_rl,-0.835155687133,0.251551544167,loss
92,vp33,sqrt_prop_revealed_diff_rl,0.147206294616,0.178413238833,loss
93,vp34,intercept_r,0.194710753366,0.200871754507,loss
94,vp34,mag_diff_rl,0.582898986131,0.268101661848,loss
95,vp34,prob_diff_rl,-1.91338017848,0.340524139794,loss
96,vp34,sqrt_prop_revealed_diff_rl,-0.122689220866,0.198887676306,loss
97,vp35,intercept_r,0.216384263376,0.226928093521,loss
98,vp35,mag_diff_rl,1.46980733421,0.37402777457,loss
99,vp35,prob_diff_rl,-2.88582893997,0.484213149071,loss
100,vp35,sqrt_prop_revealed_diff_rl,-0.867202319826,0.258935335773,loss
101,vp36,intercept_r,0.850120127526,0.282457774831,loss
102,vp36,mag_diff_rl,1.2222087984,0.380810360394,loss
103,vp36,prob_diff_rl,-3.72921616751,0.632960151158,loss
104,vp36,sqrt_prop_revealed_diff_rl,-0.983415075673,0.2903540601,loss
105,vp37,intercept_r,-0.105607499771,0.213771091361,loss
106,vp37,mag_diff_rl,0.640338790192,0.284622804874,loss
107,vp37,prob_diff_rl,-2.3624433731,0.398595253764,loss
108,vp37,sqrt_prop_revealed_diff_rl,0.129595360203,0.214289792563,loss
109,vp38,intercept_r,0.233143772879,0.171974723009,loss
110,vp38,mag_diff_rl,0.675466527574,0.240153210885,loss
111,vp38,prob_diff_rl,-0.618549381416,0.23293956775,loss
112,vp38,sqrt_prop_revealed_diff_rl,-0.307841637676,0.173853775976,loss
113,vp39,intercept_r,0.0673070050888,0.225159191258,loss
114,vp39,mag_diff_rl,1.4284064226,0.36551389294,loss
115,vp39,prob_diff_rl,-2.88494612694,0.479889125065,loss
116,vp39,sqrt_prop_revealed_diff_rl,-0.797869216747,0.256601828381,loss
117,vp40,intercept_r,-0.146458644074,0.235823716935,loss
118,vp40,mag_diff_rl,3.77245124814,0.655494475588,loss
119,vp40,prob_diff_rl,-2.86003657029,0.525419902673,loss
120,vp40,sqrt_prop_revealed_diff_rl,-1.01887148428,0.270912811599,loss
1,vp06,intercept_r,0.0839181288091,0.19363388473,gain
2,vp06,mag_diff_rl,0.685627055068,0.25995614916,gain
3,vp06,prob_diff_rl,0.736492692913,0.255850753958,gain
4,vp06,sqrt_prop_revealed_diff_rl,-1.332569596,0.265258142251,gain
5,vp07,intercept_r,0.235749390252,0.183597060581,gain
6,vp07,mag_diff_rl,1.30993024904,0.303893276894,gain
7,vp07,prob_diff_rl,0.846203357266,0.256133164339,gain
8,vp07,sqrt_prop_revealed_diff_rl,-0.483218241858,0.190920394231,gain
9,vp10,intercept_r,0.262191490505,0.203387650629,gain
10,vp10,mag_diff_rl,1.60747068124,0.350325492274,gain
11,vp10,prob_diff_rl,1.94985778831,0.358706640912,gain
12,vp10,sqrt_prop_revealed_diff_rl,-0.638629013697,0.216444620625,gain
13,vp11,intercept_r,-0.616154340052,0.267299524732,gain
14,vp11,mag_diff_rl,2.32127199556,0.525240944004,gain
15,vp11,prob_diff_rl,3.78901867568,0.677697182954,gain
16,vp11,sqrt_prop_revealed_diff_rl,-1.43468043384,0.332406700594,gain
17,vp12,intercept_r,0.00283243000218,0.200136773971,gain
18,vp12,mag_diff_rl,0.629779285298,0.267172215035,gain
19,vp12,prob_diff_rl,1.60652148387,0.312640578648,gain
20,vp12,sqrt_prop_revealed_diff_rl,-0.923733571149,0.228267198232,gain
21,vp13,intercept_r,0.174463651852,0.213069704125,gain
22,vp13,mag_diff_rl,1.15748563174,0.317360524795,gain
23,vp13,prob_diff_rl,2.24772279611,0.393811926905,gain
24,vp13,sqrt_prop_revealed_diff_rl,-0.775075924619,0.229404688596,gain
25,vp15,intercept_r,-0.172256030386,0.200619287711,gain
26,vp15,mag_diff_rl,0.932645074853,0.290808835825,gain
27,vp15,prob_diff_rl,1.83943366802,0.335647966523,gain
28,vp15,sqrt_prop_revealed_diff_rl,-0.644973311728,0.212526529258,gain
29,vp16,intercept_r,-1.04085032662,0.343644519189,gain
30,vp16,mag_diff_rl,2.40464801407,0.598589074563,gain
31,vp16,prob_diff_rl,5.74157468849,1.05523345008,gain
32,vp16,sqrt_prop_revealed_diff_rl,-0.27407432037,0.285771684079,gain
33,vp17,intercept_r,-0.110484623724,0.216649594488,gain
34,vp17,mag_diff_rl,1.47053662994,0.357812762533,gain
35,vp17,prob_diff_rl,2.47851058523,0.428437828487,gain
36,vp17,sqrt_prop_revealed_diff_rl,-0.769009113486,0.234429197917,gain
37,vp18,intercept_r,-0.969747431653,0.256835886086,gain
38,vp18,mag_diff_rl,0.542137995761,0.316874649088,gain
39,vp18,prob_diff_rl,2.40914246423,0.42537093151,gain
40,vp18,sqrt_prop_revealed_diff_rl,-1.28405041302,0.298239538117,gain
41,vp19,intercept_r,-0.231471592316,0.177287146376,gain
42,vp19,mag_diff_rl,1.11788846092,0.287845438164,gain
43,vp19,prob_diff_rl,0.38911047082,0.233708609029,gain
44,vp19,sqrt_prop_revealed_diff_rl,-0.0170297125866,0.174855115895,gain
45,vp20,intercept_r,-0.00480306971317,0.181478950563,gain
46,vp20,mag_diff_rl,0.876976902126,0.261294573874,gain
47,vp20,prob_diff_rl,1.27877690511,0.272702409926,gain
48,vp20,sqrt_prop_revealed_diff_rl,-0.252781028371,0.183280911872,gain
49,vp22,intercept_r,-0.383079099781,0.240320335318,gain
50,vp22,mag_diff_rl,0.864104914259,0.34047122454,gain
51,vp22,prob_diff_rl,2.62069731632,0.459372953855,gain
52,vp22,sqrt_prop_revealed_diff_rl,-1.54284709795,0.32017827185,gain
53,vp23,intercept_r,0.0205051456466,0.246463486803,gain
54,vp23,mag_diff_rl,0.787767232419,0.334679358861,gain
55,vp23,prob_diff_rl,3.02101872131,0.538097672095,gain
56,vp23,sqrt_prop_revealed_diff_rl,-1.55489532733,0.324250379594,gain
57,vp25,intercept_r,0.188651622502,0.241851285322,gain
58,vp25,mag_diff_rl,0.714281019425,0.324865599914,gain
59,vp25,prob_diff_rl,3.17085297475,0.548173166905,gain
60,vp25,sqrt_prop_revealed_diff_rl,-0.849440083068,0.265185065046,gain
61,vp26,intercept_r,-0.255500267951,0.206113149213,gain
62,vp26,mag_diff_rl,0.839809508482,0.293120738096,gain
63,vp26,prob_diff_rl,2.03112320484,0.358986553617,gain
64,vp26,sqrt_prop_revealed_diff_rl,-0.568404333958,0.213643346832,gain
65,vp27,intercept_r,0.131984756327,0.219198149252,gain
66,vp27,mag_diff_rl,2.24827196945,0.434807928076,gain
67,vp27,prob_diff_rl,2.1654056097,0.403449180307,gain
68,vp27,sqrt_prop_revealed_diff_rl,-1.17898695321,0.268570294218,gain
69,vp28,intercept_r,-0.406332012177,0.194144370114,gain
70,vp28,mag_diff_rl,1.01578162456,0.287329419445,gain
71,vp28,prob_diff_rl,0.919051641372,0.265032503565,gain
72,vp28,sqrt_prop_revealed_diff_rl,-0.995599096667,0.224386611805,gain
73,vp29,intercept_r,0.195558454848,0.168210822964,gain
74,vp29,mag_diff_rl,0.313311655286,0.216086903746,gain
75,vp29,prob_diff_rl,0.222549162842,0.213679271118,gain
76,vp29,sqrt_prop_revealed_diff_rl,-0.382944768975,0.173375883971,gain
77,vp30,intercept_r,-0.440934962064,0.217909697791,gain
78,vp30,mag_diff_rl,0.979020166516,0.321065171427,gain
79,vp30,prob_diff_rl,2.15835409502,0.381230049992,gain
80,vp30,sqrt_prop_revealed_diff_rl,-0.936744654162,0.243568508713,gain
81,vp31,intercept_r,0.0202232830016,0.187265268058,gain
82,vp31,mag_diff_rl,0.168828388937,0.24053236456,gain
83,vp31,prob_diff_rl,1.25169783564,0.273574366996,gain
84,vp31,sqrt_prop_revealed_diff_rl,-0.460678498338,0.193780675805,gain
85,vp32,intercept_r,0.114802063869,0.179768512882,gain
86,vp32,mag_diff_rl,1.0425928226,0.272348279243,gain
87,vp32,prob_diff_rl,1.06888143478,0.260524203236,gain
88,vp32,sqrt_prop_revealed_diff_rl,-0.360172807595,0.184112180324,gain
89,vp33,intercept_r,-0.113611140495,0.280438405669,gain
90,vp33,mag_diff_rl,5.90036040154,1.13483799621,gain
91,vp33,prob_diff_rl,0.627569698595,0.400547361384,gain
92,vp33,sqrt_prop_revealed_diff_rl,-0.667941190309,0.323301664215,gain
93,vp34,intercept_r,-0.0246376100065,0.187764505777,gain
94,vp34,mag_diff_rl,1.4624988362,0.321896352403,gain
95,vp34,prob_diff_rl,1.52500809625,0.30707240627,gain
96,vp34,sqrt_prop_revealed_diff_rl,-0.169100936429,0.188209642555,gain
97,vp35,intercept_r,0.369307307877,0.227984685575,gain
98,vp35,mag_diff_rl,1.55704293354,0.369399524685,gain
99,vp35,prob_diff_rl,2.82909845197,0.477897815461,gain
100,vp35,sqrt_prop_revealed_diff_rl,-0.582959772085,0.235683958293,gain
101,vp36,intercept_r,-0.315344765583,0.220493385794,gain
102,vp36,mag_diff_rl,2.1139497945,0.427039087852,gain
103,vp36,prob_diff_rl,2.75205858694,0.468416236083,gain
104,vp36,sqrt_prop_revealed_diff_rl,-0.434975050586,0.224820494835,gain
105,vp37,intercept_r,-0.249748835927,0.239614658948,gain
106,vp37,mag_diff_rl,0.429596243466,0.308034470419,gain
107,vp37,prob_diff_rl,2.85229299792,0.507029279008,gain
108,vp37,sqrt_prop_revealed_diff_rl,-1.15351424631,0.283379879454,gain
109,vp38,intercept_r,0.155964636526,0.202809967043,gain
110,vp38,mag_diff_rl,0.550235965626,0.258214137865,gain
111,vp38,prob_diff_rl,0.921256693764,0.270238279229,gain
112,vp38,sqrt_prop_revealed_diff_rl,-1.63008328021,0.31320673319,gain
113,vp39,intercept_r,0.261057773867,0.202717054342,gain
114,vp39,mag_diff_rl,0.442614031924,0.261729505738,gain
115,vp39,prob_diff_rl,1.86845111919,0.336837597477,gain
116,vp39,sqrt_prop_revealed_diff_rl,-0.246350880395,0.203580959495,gain
117,vp40,intercept_r,-0.511878711666,0.261976211898,gain
118,vp40,mag_diff_rl,2.48992481926,0.530432959454,gain
119,vp40,prob_diff_rl,3.81003746364,0.676872335131,gain
120,vp40,sqrt_prop_revealed_diff_rl,-1.35870727979,0.323137654929,gain
1,vp06,intercept_r,0.166379634423,0.202850563566,shock
2,vp06,mag_diff_rl,-1.05099956665,0.303452243135,shock
3,vp06,prob_diff_rl,-2.03095138983,0.361173814674,shock
4,vp06,sqrt_prop_revealed_diff_rl,-0.641156745278,0.218207168911,shock
5,vp07,intercept_r,0.441746486845,0.265447750596,shock
6,vp07,mag_diff_rl,-1.48414151531,0.427496442619,shock
7,vp07,prob_diff_rl,-3.94326695402,0.690450695394,shock
8,vp07,sqrt_prop_revealed_diff_rl,-1.49053330244,0.363250431953,shock
9,vp10,intercept_r,0.359676989568,0.205534718663,shock
10,vp10,mag_diff_rl,-2.40880004172,0.448242727547,shock
11,vp10,prob_diff_rl,-1.83562142964,0.368381347881,shock
12,vp10,sqrt_prop_revealed_diff_rl,-0.220743990189,0.200811381917,shock
13,vp11,intercept_r,-0.2364676901,0.27294862851,shock
14,vp11,mag_diff_rl,-1.54468239017,0.458980584828,shock
15,vp11,prob_diff_rl,-4.4073285268,0.794894511688,shock
16,vp11,sqrt_prop_revealed_diff_rl,-1.62240740769,0.411104506855,shock
17,vp12,intercept_r,0.151116789145,0.217628387851,shock
18,vp12,mag_diff_rl,-0.480288260399,0.289561755496,shock
19,vp12,prob_diff_rl,-2.12801498929,0.390887833939,shock
20,vp12,sqrt_prop_revealed_diff_rl,-1.19184494357,0.27483130228,shock
21,vp13,intercept_r,-0.0397568733882,0.245930711593,shock
22,vp13,mag_diff_rl,-1.28259472907,0.375808656255,shock
23,vp13,prob_diff_rl,-3.51935553766,0.580757163506,shock
24,vp13,sqrt_prop_revealed_diff_rl,-0.806970533802,0.286543020111,shock
25,vp15,intercept_r,0.215540985553,0.246057987494,shock
26,vp15,mag_diff_rl,-0.1612666615,0.312781301941,shock
27,vp15,prob_diff_rl,-2.89416576528,0.506546166308,shock
28,vp15,sqrt_prop_revealed_diff_rl,-0.956711142738,0.287014215597,shock
29,vp16,intercept_r,0.315195596165,0.325024904687,shock
30,vp16,mag_diff_rl,-1.55113920878,0.537606724847,shock
31,vp16,prob_diff_rl,-6.11868034663,1.22288082157,shock
32,vp16,sqrt_prop_revealed_diff_rl,-2.04658197418,0.547596788668,shock
33,vp17,intercept_r,0.473969253581,0.264833717736,shock
34,vp17,mag_diff_rl,-2.61251131754,0.551921408515,shock
35,vp17,prob_diff_rl,-4.11866876135,0.706681283998,shock
36,vp17,sqrt_prop_revealed_diff_rl,-1.09326309716,0.307321792267,shock
37,vp18,intercept_r,0.00988087537434,0.181166026657,shock
38,vp18,mag_diff_rl,-1.36671678969,0.308474756323,shock
39,vp18,prob_diff_rl,-1.07012389803,0.272105339926,shock
40,vp18,sqrt_prop_revealed_diff_rl,-0.226786186269,0.181148071882,shock
41,vp19,intercept_r,0.19629064251,0.231835799404,shock
42,vp19,mag_diff_rl,-0.187865305026,0.296198148692,shock
43,vp19,prob_diff_rl,-2.53870393406,0.443715232765,shock
44,vp19,sqrt_prop_revealed_diff_rl,-0.75346007494,0.255812211945,shock
45,vp20,intercept_r,0.257572515849,0.196782381373,shock
46,vp20,mag_diff_rl,-0.935401509194,0.286506670891,shock
47,vp20,prob_diff_rl,-1.67699034003,0.326818906397,shock
48,vp20,sqrt_prop_revealed_diff_rl,-0.775238067987,0.216955120821,shock
49,vp22,intercept_r,1.12374796209,0.298093052419,shock
50,vp22,mag_diff_rl,-0.725577254518,0.349571222128,shock
51,vp22,prob_diff_rl,-3.37766869932,0.599748119475,shock
52,vp22,sqrt_prop_revealed_diff_rl,-1.48673807761,0.34163590754,shock
53,vp23,intercept_r,0.188181851337,0.217373325507,shock
54,vp23,mag_diff_rl,-0.302687542124,0.283625646502,shock
55,vp23,prob_diff_rl,-1.96121574394,0.376489961495,shock
56,vp23,sqrt_prop_revealed_diff_rl,-1.29972851329,0.283834903243,shock
57,vp25,intercept_r,0.718525994708,0.296950387529,shock
58,vp25,mag_diff_rl,-5.85755019868,1.04986105501,shock
59,vp25,prob_diff_rl,-4.23700479652,0.7961513306,shock
60,vp25,sqrt_prop_revealed_diff_rl,-1.40443005973,0.350097861114,shock
61,vp26,intercept_r,0.0636473868156,0.247697194988,shock
62,vp26,mag_diff_rl,-1.18347917621,0.373823477821,shock
63,vp26,prob_diff_rl,-3.49714655343,0.589111206211,shock
64,vp26,sqrt_prop_revealed_diff_rl,-1.06639812811,0.307518985622,shock
65,vp27,intercept_r,0.524030638023,0.285797508674,shock
66,vp27,mag_diff_rl,-0.661609787479,0.378075944752,shock
67,vp27,prob_diff_rl,-4.06866700974,0.764018786657,shock
68,vp27,sqrt_prop_revealed_diff_rl,-2.22164915183,0.494931629134,shock
69,vp28,intercept_r,0.521985063975,0.205370665273,shock
70,vp28,mag_diff_rl,-0.713377558268,0.277864654212,shock
71,vp28,prob_diff_rl,-1.48557312398,0.3226795527,shock
72,vp28,sqrt_prop_revealed_diff_rl,-1.15019886129,0.247624163292,shock
73,vp29,intercept_r,-0.0799412795592,0.168144864415,shock
74,vp29,mag_diff_rl,-0.567881007139,0.231406006638,shock
75,vp29,prob_diff_rl,-0.223323652557,0.215399276331,shock
76,vp29,sqrt_prop_revealed_diff_rl,0.197694418318,0.168685746881,shock
77,vp30,intercept_r,0.0350689219344,0.196992148317,shock
78,vp30,mag_diff_rl,-1.58323146287,0.344637295513,shock
79,vp30,prob_diff_rl,-1.71322538873,0.341134378165,shock
80,vp30,sqrt_prop_revealed_diff_rl,-0.802053609297,0.218833334079,shock
81,vp31,intercept_r,0.208777495976,0.183202833396,shock
82,vp31,mag_diff_rl,-1.38347524209,0.31181326714,shock
83,vp31,prob_diff_rl,-1.14407356281,0.279506339664,shock
84,vp31,sqrt_prop_revealed_diff_rl,-0.237082602938,0.182276730945,shock
85,vp32,intercept_r,-0.0279834213802,0.211493460234,shock
86,vp32,mag_diff_rl,-1.40701882284,0.340811026642,shock
87,vp32,prob_diff_rl,-2.13091294023,0.395412081554,shock
88,vp32,sqrt_prop_revealed_diff_rl,-1.27884965005,0.274575437878,shock
89,vp33,intercept_r,-0.320001980973,0.203997814806,shock
90,vp33,mag_diff_rl,-2.26775892928,0.439529565183,shock
91,vp33,prob_diff_rl,-0.612757969852,0.275861566759,shock
92,vp33,sqrt_prop_revealed_diff_rl,0.523733270393,0.213306035192,shock
93,vp34,intercept_r,0.216873802723,0.2377116942,shock
94,vp34,mag_diff_rl,-1.01471825401,0.344261491033,shock
95,vp34,prob_diff_rl,-3.06284536952,0.515193342572,shock
96,vp34,sqrt_prop_revealed_diff_rl,-0.997491149466,0.282381333313,shock
97,vp35,intercept_r,0.402147303756,0.260091257088,shock
98,vp35,mag_diff_rl,-3.20886755968,0.608020582526,shock
99,vp35,prob_diff_rl,-4.18709971761,0.704973861623,shock
100,vp35,sqrt_prop_revealed_diff_rl,-0.754459680568,0.276203108699,shock
101,vp36,intercept_r,0.628179680626,0.255252625134,shock
102,vp36,mag_diff_rl,-1.85157307182,0.456707610245,shock
103,vp36,prob_diff_rl,-3.23203796927,0.59955977163,shock
104,vp36,sqrt_prop_revealed_diff_rl,-2.03513388463,0.40404491245,shock
105,vp37,intercept_r,0.271298165395,0.236213863946,shock
106,vp37,mag_diff_rl,-0.257570729498,0.30372461281,shock
107,vp37,prob_diff_rl,-2.80048475419,0.482889771181,shock
108,vp37,sqrt_prop_revealed_diff_rl,0.0787577120764,0.230747078689,shock
109,vp38,intercept_r,0.790079550374,0.250895471478,shock
110,vp38,mag_diff_rl,-3.89844861888,0.684853103353,shock
111,vp38,prob_diff_rl,-1.88625862055,0.415152446776,shock
112,vp38,sqrt_prop_revealed_diff_rl,0.0533142076467,0.230227876504,shock
113,vp39,intercept_r,0.791431240478,0.267016305075,shock
114,vp39,mag_diff_rl,-1.0701342432,0.375724006889,shock
115,vp39,prob_diff_rl,-3.25113762414,0.577698606583,shock
116,vp39,sqrt_prop_revealed_diff_rl,-1.69235395584,0.362631933019,shock
117,vp40,intercept_r,1.0587784139,0.299242400482,shock
118,vp40,mag_diff_rl,-3.76559203853,0.706517920845,shock
119,vp40,prob_diff_rl,-3.89915939271,0.732247401294,shock
120,vp40,sqrt_prop_revealed_diff_rl,-1.61079292479,0.342827043505,shock
